code,name,board,schema_profile,field,extraction_type,status,proxy_plausible,strict_label,reason,value_preview,evidence_sentence,page,source_url,subtype_caveat_flag
000001,平安银行,szse_main,bank,capital_adequacy_ratio,numeric,found,True,usable,ratio label '资本充足率' value=9.12%,资本充足率=9.12%,资本充足率分别为9.12%、10.69%、13.11%。,54,http://static.cninfo.com.cn/finalpage/2025-03-15/1222806505.PDF,False
000001,平安银行,szse_main,bank,provision_coverage_ratio,numeric,found,True,usable,ratio label '拨备覆盖率' value=250.71%,拨备覆盖率=250.71%; 总额=321.89 亿元,拨备覆盖率250.71%，较上年末下降26.92 个百分点；,53,http://static.cninfo.com.cn/finalpage/2025-03-15/1222806505.PDF,False
000001,平安银行,szse_main,bank,regional_distribution,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '按地区划分的质量情况 （货币单位：人民币百万元） 项 目 2024 年12 月31 日 2023 年12 月31 日 不良率增减 余额 占比 不良率 余额 占比...",按地区划分的质量情况,38,http://static.cninfo.com.cn/finalpage/2025-03-15/1222806505.PDF,False
000402,金融街,szse_main,broker,mda,section_snippet,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,industry_discussion,section_snippet,found,True,partial,substantive but out-of-region (len=314),经营环境及影响 （一） 房地产行业形势分析 1．行业政策变化分析 2024 年9 月的中央政治局会议指出：要促进房地产市场止跌回稳，对商品房建设要严控增量、优化存 量、提高质量，加大“白名单”项目贷款投放力度，支持盘活存量闲置土地。要回应群众关切，调整住房 限购政策，降低存量房贷利率，抓紧完善土地、财税、金融等政策，推...,经营环境及影响,9,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,risk_factors,section_snippet,found,True,wrong,financial/legal boilerplate,风险管理委员会召开2 次会议、提名委员会召开3 次会议、薪酬与考核委员会召开1 次会议。 1．董事会战略委员会履行职责情况 报告期内董事会战略委员会召开7 次会议，会议的名称、召开、决议情况如下： 公司第十届董事会战略委员会2024 年第一次会议于2024 年1 月19 日召开，会议审议通过了如下事 项：（1）审议公司...,风险管理委员会召开2 次会议、提名委员会召开3 次会议、薪酬与考核委员会召开1 次会议。,54,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=283),"主要控股参股公司分析 单位：万元 公司名称 持股 比例 主要业 务 注册 资本 总资产 净资产 营业 收入 营业 利润 净利润 廊坊市融方房地产开发有限公司（注1） 100% 房地产 开发 1,000 406,33 8 - 122,934 43,23 9 -116,980 -118,312 北京融嘉房地产开发有限公司（...",主要控股参股公司分析,38,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,main_business_segments,section_snippet,found,True,partial,substantive but out-of-region (len=285),"业务分部） 产品名称 本期发生额 上期发生额 营业收入 营业成本 营业收入 营业成本 房产开发 16,720,217,755.85 17,758,522,967.69 10,073,568,756.15 10,917,602,049.45 物业出租 1,729,121,730.74 261,163,078.99 1,8...",业务分部）,197,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,brokerage_income,numeric,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,investment_banking_income,numeric,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,asset_management_income,numeric,not_found,False,not_found_unverified,status=not_found (unverified by automation),资产管理业务做精核心物业，强化潜力物业，完善运 营标准体系，整合物业管理服务，提升经营收益；三是城市更新业务推进公司内部存量资产改造，并以合 理成本获取长租经营项目，推进城市更新转型发展；四是文化旅游业务积极推动现有项目的整体规划以及 内容建设、体验提升，同时挖掘存量项目资源禀赋和内在价值，推动文化旅游业务转型试点。 ...,资产管理业务做精核心物业，强化潜力物业，完善运,40,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,proprietary_trading_income,numeric,found,True,partial,numeric present but weak semantics (label='投资收益'),"投资收益=-708,916,911.66",报告期内，投资收益变动的主要原因为，公司盘活存量,24,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,margin_lending_balance,numeric,partial,False,partial,status=partial,"融资融券=18,02; 融券=18,02; 合计=18,027,325; 合计=12,059,000",融资融券业务情况说明,78,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,risk_control_indicators,numeric,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000402,金融街,szse_main,broker,revenue_by_segment,table,not_found,False,not_found_unverified,status=not_found (unverified by automation),,,,http://static.cninfo.com.cn/finalpage/2025-04-29/1223369949.PDF,True
000686,东北证券,szse_main,broker,mda,section_snippet,partial,False,partial,status=partial with some content,"管理层讨论与分析 -七、资产及负债状况分析”部分内容。 »»（三）公司报告期内无内部职工股情况 三、股东和实际控制人情况 »»（一）公司股东数量及持股情况 1.公司股东数量及持股情况 单位：股 报告期末普通股股 东总数 88,002 年度报告披露日 前上一月末普通 股股东总数 84,170 报告期末表决权恢复的优 先股...","管理层讨论与分析 -七、资产及负债状况分析”部分内容。 »»（三）公司报告期内无内部职工股情况 三、股东和实际控制人情况 »»（一）公司股东数量及持股情况 1.公司股东数量及持股情况 单位：股 报告期末普通股股 东总数 88,002 年度报告披露日 前上一月末普通 股股东总数 84,170 报告期末表决权恢复的优 先股股东总数（如有） 0 年度报告披露日前 上一月末表决权恢 复的优先股股东总 数…",109,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,industry_discussion,section_snippet,found,True,wrong,financial/legal boilerplate,宏观经济状况、债务人经营和财务情况、内部实际违约率和预期违约概率、外部信用评级和内 部信用评级、逾期情况、外部市场定价等信息； ③金融工具预计存续期内违约风险的相对变化，而非违约风险变动的绝对值。 公司确定金融工具在资产负债表日只具有较低信用风险的，可以假设该金融工具的信用风险自初 始确认后并未显著增加。如果金融工具的...,宏观经济状况、债务人经营和财务情况、内部实际违约率和预期违约概率、外部信用评级和内,154,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,risk_factors,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=316),风险管理制度是风险政策、措施和程序的载体。公司对风险管理政策制度进行了持续的评估 与完善，建立了包括基本制度、风险授权管理体系、风险偏好管理体系、风险控制指标管理体系、 分类型风险管理体系、风险计量管理体系、风险监控与报告管理体系、风险沟通与反馈管理体系、 风险处置管理体系和重要业务领域（环节）管理等方面的风险政策制度...,风险管理制度是风险政策、措施和程序的载体。,225,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=290),"主要控股参股公司分析 »»（一）主要子公司及对公司净利润影响达10%以上的参股公司情况 单位：（人民币）元 公司名称 公司 类型 主要业务 注册资本 总资产 净资产 营业总收入 营业利润 净利润 东证融通投资 管理有限公司 全资 子公司 投资管理、项目 投资、财务咨询 600,000,000 748,214,787.7...",主要控股参股公司分析,44,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=85),经纪业务的利率敏感性资产和负债的币种与期限结构基本匹配，利率风险可控。公司自营固定收 益类投资主要集中于公司债、企业债等投资品种。公司通过基点价值等指标监控利率风险，还通,经纪业务的利率敏感性资产和负债的币种与期限结构基本匹配，利率风险可控。,225,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,brokerage_income,numeric,not_found,False,not_found_missed,PDF anchor+digit found but extractor not_found,经纪业务的利率敏感性资产和负债的币种与期限结构基本匹配，利率风险可控。公司自营固定收 益类投资主要集中于公司债、企业债等投资品种。公司通过基点价值等指标监控利率风险，还通,经纪业务的利率敏感性资产和负债的币种与期限结构基本匹配，利率风险可控。,225,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,investment_banking_income,numeric,found,True,usable,"amount label '投资银行业务' value=135,728,007.39","投资银行业务=135,728,007.39; 投资银行业务=137,728,007.39; 投资银行业务=2,000,000.00",投资银行业务净收入,204,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,asset_management_income,numeric,found,True,usable,"amount label '资产管理业务' value=365,186,540.43","资产管理业务=365,186,540.43; 资产管理业务=613,0; 合计=2,218,324,797.68; 合计=2,484,654,663.24",资产管理业务净收入,204,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,proprietary_trading_income,numeric,found,True,usable,"amount label '投资收益' value=99,049,296.43","投资收益=2,; 投资收益=99,049,296.43",投资收益（损失以“-”号填列）,130,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,margin_lending_balance,numeric,found,True,usable,"amount label '融出资金' value=61,490,841.17","融出资金=61,490,841.17",融出资金减值准备,188,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,risk_control_indicators,numeric,found,True,usable,risk indicator '净资本' value=3 亿元,净资本=3 亿元; 金额=3 亿元,净资本担保承诺金额由3 亿元调整至1 亿元。,219,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000686,东北证券,szse_main,broker,revenue_by_segment,table,partial,False,partial,status=partial,"{'note': 'anchor located but no parseable table; snippet fallback', 'snippet': '手续费及佣金净收入 五-（四十一） 2,218,324,797.68 2,143,166,318.18 其中：经纪业务手续费净收入 996,218,931.29...",手续费及佣金净收入,130,http://static.cninfo.com.cn/finalpage/2025-04-26/1223313324.PDF,False
000728,国元证券,szse_main,broker,mda,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=320),管理层讨论与分析 一、报告期内公司所处行业的情况 （一）报告期内公司所属行业的基本情况、发展阶段、周期性特点以及公司所处的行业地位 1.行业的基本情况及发展阶段 2024 年，我国经济运行总体平稳、稳中有进，高质量发展扎实推进，新质生产力稳步发展，改革开放 持续深化，重点领域风险化解有序有效，民生保障扎实有力，中国式现...,管理层讨论与分析 一、报告期内公司所处行业的情况 （一）报告期内公司所属行业的基本情况、发展阶段、周期性特点以及公司所处的行业地位 1.行业的基本情况及发展阶段 2024 年，我国经济运行总体平稳、稳中有进，高质量发展扎实推进，新质生产力稳步发展，改革开放 持续深化，重点领域风险化解有序有效，民生保障扎实有力，中国式现代化迈出新的坚实步伐。 作为经济高质量发展的重要力量，我国资本市场改革持续深化…,25,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,industry_discussion,section_snippet,partial,False,partial,status=partial with some content,宏观经济运行态势、政策导向、市场成 熟度、国际经济形势、境外金融市场变化，以及投资者行为等多元因素影响，经营业绩与资本市场发展变 化趋势高度相关，具有较为明显的周期性、波动性和不确定性。 3.公司所处的行业地位 近年来，公司经营业绩稳健增长，综合实力进一步提升，主要业务核心竞争力不断增强。根据中国证 券业协会统计，截至...,宏观经济运行态势、政策导向、市场成,25,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,risk_factors,section_snippet,found,True,wrong,financial/legal boilerplate,可能面对的风险 公司始终坚持“合规、诚信、专业、稳健”的行业文化，在业务发展过程中秉持“风险控制是公司的 生命线”这一核心风险理念，不断提升风险管理能力，构建与业务发展相匹配的全面风险管理体系。公司 面临的风险主要包括以下几类：因法律法规和监管政策调整，可能导致业务管理和操作规范未能及时跟进， 从而引发的法律和合规风险...,可能面对的风险 公司始终坚持“合规、诚信、专业、稳健”的行业文化，在业务发展过程中秉持“风险控制是公司的 生命线”这一核心风险理念，不断提升风险管理能力，构建与业务发展相匹配的全面风险管理体系。公司 面临的风险主要包括以下几类：因法律法规和监管政策调整，可能导致业务管理和操作规范未能及时跟进， 从而引发的法律和合规风险；因业务模式转型、创新业务拓展、新技术应用等方面的变化，可能带来的运 营及管理…,54,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=320),"主要子公司及参股公司情况 单位：万元 公司名称 公司类型 主要业务 注册资本 总资产 净资产 营业总收入 营业利润 净利润 国元国际 子公司 环球证券交易和咨询；环球期货交易和 咨询；客户资产管理；结构性融资；证 券投资；就机构融资提供意见 100,000.00 （港币） 806,478.28 175,647.56 2...",主要子公司及参股公司情况,50,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=320),"投资银行业务 证券承销业务净收入 93,228,907.85 1.19% 133,092,502.93 2.09% -29.95% 保荐业务净收入 23,229,601.18 0.30% 18,359,752.46 0.29% 26.52% 财务顾问业务净收入 46,874,855.25 0.60% 49,991,09...","投资银行业务 证券承销业务净收入 93,228,907.85 1.19% 133,092,502.93 2.09% -29.95% 保荐业务净收入 23,229,601.18 0.30% 18,359,752.46 0.29% 26.52% 财务顾问业务净收入 46,874,855.25 0.60% 49,991,093.76 0.79% -6.23% 小计 163,333,364.28 2.0…",32,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,brokerage_income,numeric,found,True,usable,"amount label '经纪业务' value=95,988,057.78","经纪业务=95,988,057.78; 证券经纪=95,988,057.78; 合计=7,847,576,377.60",证券经纪业务,32,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,investment_banking_income,numeric,found,True,usable,"amount label '投资银行业务' value=93,228,907.85","投资银行业务=93,228,907.85","投资银行业务 证券承销业务净收入 93,228,907.85 1.19% 133,092,502.93 2.09% -29.95% 保荐业务净收入 23,229,601.18 0.30% 18,359,752.46 0.29% 26.52% 财务顾问业务净收入 46,874,855.25 0.60% 49,991,093.76 0.79% -6.23% 小计 163,333,364.28 2.0…",32,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,asset_management_income,numeric,found,True,usable,"amount label '资产管理业务' value=6,303,424.7","资产管理业务=6,303,424.7; 资产管理业务=6,303,424.75; 资产管理业务=125,338,967.13; 资产管理业务=355,812.10",定向资产管理业务净收入,32,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,proprietary_trading_income,numeric,found,True,usable,"amount label '自营业务' value=2,311,253,591.75","自营业务=2,311,253,591.75","自营业务 2,311,253,591.75 166,104,184.89 92.81% 76.88% 21.82% 增加3.25 个百分点 投资银行业务 163,333,364.28 245,726,096.15 -50.44% -18.92% -15.54% 减少6.02 个百分点 资产管理业务 197,486,710.00 122,470,754.15 37.99% 63.26% 45.78…",36,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,margin_lending_balance,numeric,found,True,usable,amount label '融资融券' value=209.55,融资融券=209.55; 融券=209.55,融资融券业务,37,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,risk_control_indicators,numeric,partial,False,partial,status=partial,净资本=2.31 万,净资本为2.31,53,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000728,国元证券,szse_main,broker,revenue_by_segment,table,found,True,usable,revenue_table_plausible,"[table p.36 hits=1] 自营业务 | 2,311,253,591.75 | 166,104,184.89 | 92.81% | 76.88% | 21.82% / 投资银行业务 | 163,333,364.28 | 245,726,096.15 | -50.44% | -18.92% | -15.54%",分业务情况,36,http://static.cninfo.com.cn/finalpage/2025-04-15/1223096099.PDF,False
000750,国海证券,szse_main,broker,mda,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=320),管理层讨论与分析 一、报告期内公司所处行业的情况 （一）公司所处行业基本情况及发展阶段 2024 年，中国证券行业迈入政策红利释放与深度转型协同推进 的关键时期。政策层面，在金融强国“五篇大文章”战略指引下，行 业功能定位加速向长期价值投资中枢、实体经济融资服务枢纽和居民 财富管理主阵地演进；“活跃资本市场”政策体系持...,管理层讨论与分析 一、报告期内公司所处行业的情况 （一）公司所处行业基本情况及发展阶段 2024 年，中国证券行业迈入政策红利释放与深度转型协同推进 的关键时期。政策层面，在金融强国“五篇大文章”战略指引下，行 业功能定位加速向长期价值投资中枢、实体经济融资服务枢纽和居民 财富管理主阵地演进；“活跃资本市场”政策体系持续完善，交易印 花税减半、风险控制指标计算标准修订、引导中长期资金入市等政策…,27,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,industry_discussion,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=320),行业格局方面，延续头部集中与差异化发展并存态势，头部券商加 速整合，依托资本实力与科技壁垒巩固优势，推动业务体系向综合化、 国际化方向延伸；中小券商则在监管引导下聚焦区域经济特色和细分领 域，通过专业化服务能力构建错位竞争优势。与此同时，资本市场从融 资功能逐渐转向投融资功能，行业收入结构实现进一步调整，资本中介 与综...,行业格局方面，延续头部集中与差异化发展并存态势，头部券商加,73,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,risk_factors,section_snippet,found,True,wrong,financial/legal boilerplate,风险管理制度、策略、措施和流程，对流动性情况实施动态监控，组 织流动性风险应急计划制定、演练和评估，开展流动性风险压力测试， 负责统筹公司资金与融资管理，开展现金流排期管理。风险管理部门 负责组织业务层级流动性风险识别、评估、计量、监测、报告和应对 工作，对子公司流动性风险管理状况进行监测。稽核审计部门负责对 公司流动...,风险管理制度、策略、措施和流程，对流动性情况实施动态监控，组,67,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,major_subsidiaries,section_snippet,found,True,partial,substantive but out-of-region (len=320),主要控股参股公司分析 （一）主要子公司及对公司净利润影响达10%以上的参股公司情况 2024 年年度报告 68 单位：万元 公司名称 公司 类型 主要业务 注册 资本 总资产 净资产 营业收入 营业利润 净利润 国海富兰 克林基金 管理有限 公司 子公 司 基金募集、基金销 售、资产管理和中国 证监会许可的其他 业务 ...,主要控股参股公司分析,70,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,main_business_segments,section_snippet,found,True,usable,substantive in-region snippet with anchor (len=229),经纪业务，国海良时期货在全国拥有20 家分支机构，可代理国内所 有上市期货品种及期权品种（股票期权除外）的交易、结算及交割。 （二）企业金融服务业务 公司企业金融服务业务坚持“立足区域开发、打造特色投行”的 策略，致力于为各类型、各行业企业提供优质的股权融资、债务融资、 并购重组等全生命周期的企业金融服务，具体涵盖首次...,经纪业务，国海良时期货在全国拥有20 家分支机构，可代理国内所,30,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,brokerage_income,numeric,found,True,wrong,amount field with ratio-only value '20',经纪业务=20,经纪业务，国海良时期货在全国拥有20 家分支机构，可代理国内所,30,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,investment_banking_income,numeric,not_found,False,not_found_missed,PDF anchor+digit found but extractor not_found,投资银行业务 面临投资者纠纷等风险。公司一方面积极做好存量风险的应对化解工 作；另一方面，对于新增业务，公司继续通过严格执行外部法律法规、 监管规则及内部管控制度，严把项目入口关，强化风险防范意识，不 断提高工作质量，压实内控三道防线责任等多种有效措施，强化风险 管理。 （5）关于声誉风险，公司通过建立积极、合理、科学...,投资银行业务 面临投资者纠纷等风险。公司一方面积极做好存量风险的应对化解工 作；另一方面，对于新增业务，公司继续通过严格执行外部法律法规、 监管规则及内部管控制度，严把项目入口关，强化风险防范意识，不 断提高工作质量，压实内控三道防线责任等多种有效措施，强化风险 管理。 （5）关于声誉风险，公司通过建立积极、合理、科学、有效的 声誉风险管理机制和声誉风险分类分级划定标准，实现对声誉风险的 识别、…,79,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,asset_management_income,numeric,not_found,False,not_found_missed,PDF anchor+digit found but extractor not_found,资产管理业务 公司资产管理业务范围包括为多个客户服务的集合资产管理业 务（含公募化大集合）、为单一客户服务的资产管理业务、资产证券 化业务以及投资顾问等业务，搭建了涵盖固定收益投资、权益投资、 衍生品投资、FOF 业务等在内的完备产品链。公司始终把“追求可持 续的绝对收益，为客户提供满意的投资回报”作为发展宗旨，致力于...,公司资产管理业务范围包括为多个客户服务的集合资产管理业,31,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,proprietary_trading_income,numeric,found,True,usable,amount label '投资收益' value=2025,投资收益=2025,投资收益，成为相对稳定的收益来源。,51,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,margin_lending_balance,numeric,found,True,usable,amount label '融资融券' value=2024,融资融券=1.86 万; 融资融券=2024; 融券=1.86 万; 融券=2024,融资融券业务规模约1.86 万亿元，同比增长12.94%，市场开通信用,45,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
000750,国海证券,szse_main,broker,risk_control_indicators,numeric,partial,False,partial,status=partial,净资本=35; 金额=31; 金额=39,净资本 规模分别位于行业35 位、37 位。2024 年1-9 月，公司受托客户资产 管理业务净收入行业排名34 位；股票发行主承销总金额行业排名31 位，债券主承销总金额行业排名39 位；证券经纪业务净收入行业排名 42 位（以上源自中国证券业协会2024 年三季度数据）。报告期内， 公司证券经纪业务在广西市场占有率位列第一，IPO 及新三板挂牌数 量、辅导备案数均在广西区内位列第一（源自wi…,28,http://static.cninfo.com.cn/finalpage/2025-03-29/1222948083.PDF,False
